,CRIMETYPE,DATETIME,CASENUMBER,DESCRIPTION,POLICEBEAT,ADDRESS,CITY,STATE,Location,lat,lng
8345,,04/25/2020 09:21:00 PM,20-020991,ROBBERY-FIREARM,31Y,8900 SAN LEANDRO ST,Oakland,CA,"8900 SAN LEANDRO ST
Oakland, CA
(37.744889, -122.186539)",37.7454098,-122.1861083
8346,DOMESTIC VIOLENCE,03/28/2020 12:32:00 PM,20-016558,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,08X,3700 BLK W MACARTHUR BLVD,Oakland,CA,"3700 BLK W MACARTHUR BLVD
Oakland, CA",37.8268354,-122.2672162
8347,,04/25/2020 08:05:00 AM,20-020884,KIDNAPPING,34X,8800 OLIVE ST,Oakland,CA,"8800 OLIVE ST
Oakland, CA
(37.754186, -122.168595)",37.7541821,-122.1686311
8348,,04/25/2020 03:27:00 PM,20-020950,VEHICLE THEFT - AUTO,31Y,8400 ENTERPRISE WY,Oakland,CA,"8400 ENTERPRISE WY
Oakland, CA
(37.744027, -122.194899)",37.7442779,-122.1945592
8349,,05/03/2020 02:51:00 PM,20-022431,CRIMINAL THREATS  THREATED CRIME W/INTENT TO TERRORIZE,08X,2300 TELEGRAPH AV,Oakland,CA,"2300 TELEGRAPH AV
Oakland, CA
(37.812608, -122.268796)",37.8126736,-122.2685346
8350,FELONY ASSAULT,03/21/2020 06:00:00 PM,20-016553,ASSAULT WITH FIREARM ON PERSON,02X,1000 8TH ST,Oakland,CA,"1000 8TH ST
Oakland, CA
(37.804078, -122.284485)",37.8041312,-122.284667
8351,ARSON,03/28/2020 03:31:00 AM,20-016591,MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES,35X,2500 83RD AV,Oakland,CA,"2500 83RD AV
Oakland, CA
(37.761549, -122.165538)",37.7613597,-122.1653583
8352,PETTY THEFT,03/26/2020 06:00:00 PM,20-016544,PETTY THEFT:$50-,32X,1300 100TH AV,Oakland,CA,"1300 100TH AV
Oakland, CA
(37.74174, -122.17077)",37.7417007,-122.1703584
8353,RECOVERED O/S STOLEN,03/18/2020 01:43:00 PM,20-015081,VEHICLE THEFT - AUTO,33X,1000 84TH AV,Oakland,CA,"1000 84TH AV
Oakland, CA
(37.751077, -122.184131)",37.7509369,-122.1840283
8354,,04/25/2020 09:07:00 AM,20-020895,BATTERY,02Y,1500 8TH ST,Oakland,CA,"1500 8TH ST
Oakland, CA
(37.806607, -122.295624)",37.8066418,-122.295636
8355,,05/09/2020 03:16:00 AM,20-023194,ROBBERY-FIREARM,20X,1500 BLOCK OF 26TH AVENUE,Oakland,CA,"1500 BLOCK OF 26TH AVENUE
Oakland, CA
(37.782347, -122.231659)",37.78229080000001,-122.2314979
8356,DOMESTIC VIOLENCE,04/25/2020 09:50:00 AM,20-020906,ATTEMPTED RAPE,22Y,3200 MACARTHUR BLVD,Oakland,CA,"3200 MACARTHUR BLVD
Oakland, CA
(37.796004, -122.203106)",37.7960733,-122.2028502
8357,STOLEN VEHICLE,03/27/2020 10:00:00 PM,20-016574,VEHICLE THEFT - AUTO,21X,1800 14TH AV,Oakland,CA,"1800 14TH AV
Oakland, CA
(37.792485, -122.241802)",37.7919253,-122.2428254
8358,BURG - COMMERCIAL,03/27/2020 09:00:00 PM,20-016549,BURGLARY-FORCIBLE ENTRY,28X,3400 HIGH ST (WALGREENS).,Oakland,CA,"3400 HIGH ST (WALGREENS).
Oakland, CA
(37.78614, -122.197109)",37.7858204,-122.1969313
8359,,04/25/2020 07:00:00 AM,20-020888,VANDALISM,25X,3900 MAGEE AV,Oakland,CA,"3900 MAGEE AV
Oakland, CA
(37.795411, -122.195989)",37.7952295,-122.1957785
8360,DOMESTIC VIOLENCE,03/22/2020 12:00:00 AM,20-016835,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,22X,3800 LINCOLN AV,Oakland,CA,"3800 LINCOLN AV
Oakland, CA
(37.802837, -122.210977)",37.8028553,-122.2109653
8361,STOLEN VEHICLE,04/10/2020 12:00:00 PM,20-018693,VEHICLE THEFT - AUTO,30Y,2700 78TH AV,Oakland,CA,"2700 78TH AV
Oakland, CA
(37.765399, -122.17067)",37.7654472,-122.1706239
8362,,04/25/2020 09:21:00 PM,20-020991,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,31Y,8900 SAN LEANDRO ST,Oakland,CA,"8900 SAN LEANDRO ST
Oakland, CA
(37.744889, -122.186539)",37.7454098,-122.1861083
8363,PETTY THEFT,03/30/2020 01:42:00 PM,20-016879,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,22X,3300 FRUITVALE AV,Oakland,CA,"3300 FRUITVALE AV
Oakland, CA
(37.798748, -122.216742)",37.7986634,-122.2168627
8364,STOLEN VEHICLE,03/28/2020 12:00:00 PM,20-016882,VEHICLE THEFT - AUTO,21Y,3100 SCHOOL ST,Oakland,CA,"3100 SCHOOL ST
Oakland, CA
(37.794093, -122.211063)",37.7942314,-122.21094
8365,,04/24/2020 06:00:00 PM,20-020931,BURGLARY-AUTO,34X,9800 BLOCK OF PLYMOUTH ST,Oakland,CA,"9800 BLOCK OF PLYMOUTH ST
Oakland, CA
(37.745754, -122.167117)",37.7459069,-122.1672278
8366,STOLEN VEHICLE,03/27/2020 07:00:00 PM,20-016556,VEHICLE THEFT - AUTO,21Y,3100 DAVIS ST,Oakland,CA,"3100 DAVIS ST
Oakland, CA
(37.789836, -122.220185)",37.7898776,-122.2203069
8367,ROBBERY,02/15/2020 01:35:00 PM,20-008986,ROBBERY-FIREARM,19X,1400 6TH AV,Oakland,CA,"1400 6TH AV
Oakland, CA
(37.795106, -122.252879)",37.7950239,-122.2529835
8368,,04/24/2020 09:35:00 AM,20-020745,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,21X,2500 23RD AVE,Oakland,CA,"2500 23RD AVE
Oakland, CA
(37.791406, -122.228436)",37.7914336,-122.2284086
8369,,04/27/2020 03:57:00 AM,20-021180,VEHICLE THEFT - AUTO,27Y,5700 BLK OF E 15TH ST,Oakland,CA,"5700 BLK OF E 15TH ST
Oakland, CA
(37.766801, -122.200163)",37.7669072,-122.2000677
8370,BURG - RESIDENTIAL,03/28/2020 10:30:00 AM,20-016548,SC BURGLARY - NO FORCE,23X,800 34TH AV,Oakland,CA,"800 34TH AV
Oakland, CA
(37.772305, -122.226049)",37.7728706,-122.2262535
8371,DOMESTIC VIOLENCE,03/28/2020 05:32:00 AM,20-016547,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,23X,3600 E 12TH ST,Oakland,CA,"3600 E 12TH ST
Oakland, CA
(37.775111, -122.222454)",37.7748675,-122.2220239
8372,PETTY THEFT,03/09/2020 10:00:00 PM,20-906974,THEFT,06X,900 APGAR ST,Oakland,CA,"900 APGAR ST
Oakland, CA
(37.828992, -122.274181)",37.8290232,-122.2743793
8373,ROBBERY,03/30/2020 02:45:00 PM,20-016886,BATTERY,02Y,9TH ST & MANDELA PARKWAY,Oakland,CA,"9TH ST & MANDELA PARKWAY
Oakland, CA
(37.806905, -122.293052)",37.8069022,-122.2930614
8374,STOLEN VEHICLE,03/30/2020 10:00:00 PM,20-017197,VEHICLE THEFT - AUTO,17Y,2700 PARK BLVD,Oakland,CA,"2700 PARK BLVD
Oakland, CA
(37.802383, -122.241406)",37.802168,-122.241384
8375,OTHER,04/10/2020 03:04:00 PM,20-018589,REFUSE/ETC TO COMPLY WITH QUARANTINE/DISINFECTION ORDER/ETC,13Z,ASCOT DR & SCOUT RD,Oakland,CA,"ASCOT DR & SCOUT RD
Oakland, CA
(37.819922, -122.200104)",37.8199134,-122.200109
8376,PETTY THEFT,04/15/2020 03:00:00 PM,20-908660,MAIL/ETC THEFT/ETC,13Z,6100 BULLARD DR,Oakland,CA,"6100 BULLARD DR
Oakland, CA
(37.829583, -122.216275)",37.8297438,-122.2162607
8377,,04/23/2020 02:00:00 PM,20-021229,VANDALISM,26X,900 HIGH ST,Oakland,CA,"900 HIGH ST
Oakland, CA
(37.769944, -122.218028)",37.7694661,-122.2176127
8378,STOLEN VEHICLE,03/20/2020 12:00:00 AM,20-018618,TAMPER WITH VEHICLE,26X,1200 45TH AV,Oakland,CA,"1200 45TH AV
Oakland, CA
(37.770844, -122.213703)",37.7705686,-122.2140904
8379,,03/16/2020 08:10:00 AM,20-014709,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",03X,700 WEBSTER ST,Oakland,CA,"700 WEBSTER ST
Oakland, CA
(37.798567, -122.271819)",37.7985864,-122.2717859
8380,MISDEMEANOR ASSAULT,04/29/2020 02:30:00 AM,20-021537,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,15X,600 BEACON ST,Oakland,CA,"600 BEACON ST
Oakland, CA
(37.80836, -122.247186)",37.8079872,-122.2467631
8381,MISDEMEANOR ASSAULT,04/18/2020 02:39:00 PM,20-019821,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM,21Y,3100 FRUITVALE AV,Oakland,CA,"3100 FRUITVALE AV
Oakland, CA
(37.79599, -122.217877)",37.7959282,-122.2176792
8382,,03/15/2020 07:45:00 PM,20-014640,BURGLARY-NO FORCE,03X,1100 WEBSTER ST,Oakland,CA,"1100 WEBSTER ST
Oakland, CA
(37.801311, -122.270082)",37.8013298,-122.2700688
8383,STOLEN VEHICLE,04/18/2020 07:08:00 AM,20-019742,VEHICLE THEFT - AUTO,05X,1700 KIRKHAM ST,Oakland,CA,"1700 KIRKHAM ST
Oakland, CA
(37.812959, -122.289366)",37.8129005,-122.289139
8384,,05/04/2020 03:00:00 PM,20-023224,THEFT,31Z,600 BERGEDO DR,Oakland,CA,"600 BERGEDO DR
Oakland, CA
(37.729446, -122.175085)",37.7294433,-122.1750498
8385,,04/29/2020 10:21:00 AM,20-021586,VANDALISM,08X,2900 BROADWAY,Oakland,CA,"2900 BROADWAY
Oakland, CA
(37.817422, -122.26293)",37.8174993,-122.2614008
8386,PETTY THEFT,04/08/2020 09:33:00 PM,20-908440,THEFT,25Y,5100 PARKRIDGE DR,Oakland,CA,"5100 PARKRIDGE DR
Oakland, CA
(37.789308, -122.146398)",37.7890749,-122.1465298
8387,,05/07/2020 07:30:00 AM,20-022890,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",07X,3200 BLK OF LINDEN ST,Oakland,CA,"3200 BLK OF LINDEN ST
Oakland, CA
(32.24507, -110.924449)",37.823282,-122.2788487
8388,MISDEMEANOR ASSAULT,04/01/2020 02:43:00 PM,20-017242,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,31Z,BERNHARDT DR & FOSTER AV,Oakland,CA,"BERNHARDT DR & FOSTER AV
Oakland, CA
(37.730675, -122.186745)",37.7307075,-122.1868053
8389,FELONY ASSAULT,04/11/2020 01:10:00 AM,20-018663,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,34X,1500 96TH AV,Oakland,CA,"1500 96TH AV
Oakland, CA
(37.746399, -122.170199)",37.7463129,-122.1704054
8390,DUI,04/11/2020 10:57:00 PM,20-018653,UNLICENSED DRIVER,27X,1700 50TH AV,Oakland,CA,"1700 50TH AV
Oakland, CA
(37.772147, -122.206789)",37.7719758,-122.2065743
8391,,04/28/2020 10:24:00 PM,20-021508,SHOOT AT INHABITED DWELLING/VEHICLE/ETC,34X,9300 SUNNYSIDE ST,Oakland,CA,"9300 SUNNYSIDE ST
Oakland, CA
(37.75143, -122.16555)",37.7515871,-122.1653583
8392,,04/18/2020 10:57:00 AM,20-021384,GRAND THEFT,04X,1800 HARRISON ST,Oakland,CA,"1800 HARRISON ST
Oakland, CA
(37.805964, -122.265702)",37.8058376,-122.2649456
8393,,04/24/2020 06:40:00 PM,20-020836,VEHICLE THEFT - AUTO,35Y,4800 GRASS VALLEY RD,Oakland,CA,"4800 GRASS VALLEY RD
Oakland, CA
(37.752126, -122.120598)",37.7527572,-122.1198808
8394,,04/30/2020 03:59:00 AM,20-021707,BURGLARY-FORCIBLE ENTRY,23X,4200 INTERNATIONAL BLVD,Oakland,CA,"4200 INTERNATIONAL BLVD
Oakland, CA
(37.772721, -122.215522)",37.7731959,-122.2155293
8395,,04/30/2020 08:18:00 PM,20-021831,LOITER:INTENT:PROSTITUTION,20X,27TH AV&INTERNATIONAL BLVD,Oakland,CA,"27TH AV&INTERNATIONAL BLVD
Oakland, CA",37.780715,-122.2315207
8396,,05/07/2020 07:00:00 PM,20-023124,VEHICLE THEFT - AUTO,17Y,2200 7TH AVE (17Y),Oakland,CA,"2200 7TH AVE (17Y)
Oakland, CA
(37.799578, -122.24485)",37.7995664,-122.2447584
8397,ROBBERY,04/08/2020 01:42:00 PM,20-018316,ROBBERY-FIREARM,21Y,3100 PLEITNER AV,Oakland,CA,"3100 PLEITNER AV
Oakland, CA
(37.793346, -122.211878)",37.7930977,-122.211727
8398,STOLEN VEHICLE,04/06/2020 05:00:00 PM,20-018310,VEHICLE THEFT - AUTO,22X,2500 DAMUTH ST,Oakland,CA,"2500 DAMUTH ST
Oakland, CA
(37.800969, -122.21099)",37.8010229,-122.2106307
8399,,04/27/2020 02:20:00 AM,20-021174,VIOLATE COURT ORDER TO PREVENT DOMESTIC VIOLENCE,23X,1600 35TH AVENUE,Oakland,CA,"1600 35TH AVENUE
Oakland, CA
(37.779128, -122.221046)",37.7790772,-122.2208709
8400,FORGERY & COUNTERFEITING,04/15/2020 12:45:00 PM,20-908736,THEFT BY USE OF ACCESS CARD,10X,1100 POWELL ST,Oakland,CA,"1100 POWELL ST
Oakland, CA
(37.840618, -122.283938)",37.8406128,-122.2839739
8401,,05/01/2020 12:00:00 AM,20-021890,VANDALISM:DAMAGE PROPERTY,21X,2800 23RD ST,Oakland,CA,"2800 23RD ST
Oakland, CA",37.7864719,-122.223909
8402,,04/30/2020 10:00:00 PM,20-021873,BURGLARY-AUTO,35X,8900 SENECA ST,Oakland,CA,"8900 SENECA ST
Oakland, CA
(37.757731, -122.158518)",37.7578743,-122.1583063
8403,MISDEMEANOR ASSAULT,03/17/2020 02:00:00 PM,20-015084,BATTERY,31Y,500 HEGENBERGER RD,Oakland,CA,"500 HEGENBERGER RD
Oakland, CA
(37.742152, -122.196132)",37.7372039,-122.1962297
8404,,04/30/2020 11:23:00 PM,20-021858,WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER,26Y,6200 EASTLAWN ST,Oakland,CA,"6200 EASTLAWN ST
Oakland, CA
(37.762408, -122.199093)",37.7625507,-122.1992586
8405,FRAUD,03/17/2020 09:05:00 AM,20-908873,USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.,08X,500 39TH ST,Oakland,CA,"500 39TH ST
Oakland, CA
(37.828395, -122.264657)",37.8284092,-122.264662
8406,STOLEN VEHICLE,04/29/2020 08:00:00 AM,20-021552,POSSESS/ETC BURGLARY TOOLS,29X,3800 DELMONT AV,Oakland,CA,"3800 DELMONT AV
Oakland, CA
(37.777656, -122.173983)",37.7775111,-122.1739176
8407,,04/21/2020 06:12:00 PM,20-909648,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,,00,Oakland,CA,"00
Oakland, CA
(38.678582, -121.229952)",37.8043514,-122.2711639
8408,NARCOTICS,02/10/2020 06:28:00 PM,20-013330,POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA,18X,16TH AV & E 19TH ST,Oakland,CA,"16TH AV & E 19TH ST
Oakland, CA
(37.791676, -122.241016)",37.7899077,-122.2380582
8409,BURG - AUTO,02/18/2020 06:55:00 AM,20-009482,BURGLARY-AUTO,24X,2000 HARRINGTON AV,Oakland,CA,"2000 HARRINGTON AV
Oakland, CA
(37.781425, -122.215733)",37.7812459,-122.2155958
8410,FELONY ASSAULT,04/15/2020 12:20:00 PM,20-019349,BATTERY W/SERIOUS BODILY INJURY,35X,8700 HILLSIDE ST,Oakland,CA,"8700 HILLSIDE ST
Oakland, CA
(37.757273, -122.163997)",37.7573089,-122.1637173
8411,VANDALISM,04/17/2020 09:30:00 AM,20-908730,VANDALISM,19X,1900 INTERNATIONAL BLVD,Oakland,CA,"1900 INTERNATIONAL BLVD
Oakland, CA
(37.786451, -122.241035)",37.7865493,-122.2407854
8412,VANDALISM,04/29/2020 04:46:00 AM,20-021544,MALICIOUSLY DESTROY OTHER'S PROPERTY,23X,4000 FOOTHILL BLVD,Oakland,CA,"4000 FOOTHILL BLVD
Oakland, CA
(37.777674, -122.215178)",37.77780610000001,-122.2150195
8413,,05/07/2020 12:00:00 PM,20-024053,VEHICLE THEFT - AUTO,32Y,1900 102ND AV,Oakland,CA,"1900 102ND AV
Oakland, CA
(37.742946, -122.162661)",37.7429654,-122.1626158
8414,,04/29/2020 01:00:00 PM,20-021961,BATTERY,06X,3200 MARKET ST,Oakland,CA,"3200 MARKET ST
Oakland, CA
(37.822389, -122.275989)",37.8224084,-122.2759998
8415,THREATS,04/18/2020 11:47:00 AM,20-019778,THREAT CRIME:INT:TERRORIZE,23X,1200 42ND AV,Oakland,CA,"1200 42ND AV
Oakland, CA
(37.77197, -122.217222)",37.7715375,-122.218087
8416,VANDALISM,03/27/2020 07:37:00 AM,20-016386,VANDALISM-$400+,31Y,100 98TH AV,Oakland,CA,"100 98TH AV
Oakland, CA
(37.728129, -122.197428)",37.7277454,-122.1983529
8417,,05/01/2020 09:05:00 PM,20-021990,BATTERY:SPOUSE/EX SPOUSE/DATE/ETC,18Y,1400 BLK E 24TH ST,Oakland,CA,"1400 BLK E 24TH ST
Oakland, CA
(37.795311, -122.236683)",37.7953149,-122.2366623
8418,,04/30/2020 07:33:00 PM,20-021837,VEHICLE THEFT - AUTO,05Y,1700 BLK 16TH ST,Oakland,CA,"1700 BLK 16TH ST
Oakland, CA
(37.813985, -122.29543)",37.8140003,-122.2954641
8419,,04/30/2020 04:00:00 PM,20-021823,DISTURB THE PEACE,18Y,2100 E. 24TH ST,Oakland,CA,"2100 E. 24TH ST
Oakland, CA
(37.792477, -122.231926)",37.792481,-122.2319124
8420,BURG - AUTO,03/01/2020 02:00:00 AM,20-906155,BURGLARY-AUTO,08X,2400 BROADWAY,Oakland,CA,"2400 BROADWAY
Oakland, CA
(37.813391, -122.265467)",37.8134799,-122.2651672
8421,BURG - COMMERCIAL,04/12/2020 06:30:00 PM,20-908733,BURGLARY-NO FORCE,04X,400 17TH ST,Oakland,CA,"400 17TH ST
Oakland, CA
(37.806175, -122.268505)",37.8061915,-122.2685163
8422,STOLEN VEHICLE,02/14/2020 07:53:00 AM,20-008791,FORGE/ALTER VEHICLE REGISTRATION/ETC,23X,4000 ALAMEDA AV,Oakland,CA,"4000 ALAMEDA AV
Oakland, CA
(37.768208, -122.22405)",37.7697071,-122.2228868
8423,,04/26/2020 10:15:00 PM,20-021159,INDECENT EXPOSURE,26Y,6800 LEONA CREEK DR,Oakland,CA,"6800 LEONA CREEK DR
Oakland, CA
(37.756431, -122.198463)",37.7563765,-122.1976551
8424,RECOVERED O/S STOLEN,03/30/2020 03:30:00 AM,20-016805,VEHICLE THEFT - AUTO,26Y,1000 77TH AV,Oakland,CA,"1000 77TH AV
Oakland, CA
(37.753656, -122.190433)",37.7536577,-122.1904468
8425,BURG - AUTO,04/15/2020 09:40:00 PM,20-908727,BURGLARY-AUTO,25X,4100 BAYO ST,Oakland,CA,"4100 BAYO ST
Oakland, CA
(37.791273, -122.191892)",37.7911853,-122.1914998
8426,,03/19/2020 11:20:00 AM,20-015244,SHOPLIFTING-COMMERCIAL ESTABLISHMENT WITH INTENT WHERE VALUE DOES NOT EXCEED $950,20X,3000 E 9TH ST,Oakland,CA,"3000 E 9TH ST
Oakland, CA
(37.774568, -122.231174)",37.7757276,-122.230647
8427,,04/30/2020 11:00:00 AM,20-021893,THEFT,06X,600 29TH STREET,Oakland,CA,"600 29TH STREET
Oakland, CA
(37.819039, -122.270693)",37.8189044,-122.2693351
8428,STOLEN VEHICLE,04/03/2020 11:00:00 PM,20-017666,VEHICLE THEFT - AUTO,15X,300 ATHOL AV,Oakland,CA,"300 ATHOL AV
Oakland, CA
(37.801502, -122.248449)",37.8010331,-122.2483062
8429,,04/30/2020 07:45:00 AM,20-021729,VEHICLE THEFT - AUTO,05Y,1400 BLK FRONTAGE RD,Oakland,CA,"1400 BLK FRONTAGE RD
Oakland, CA",37.811775,-122.3030199
8430,,04/29/2020 08:13:00 AM,20-021554,VEHICLE THEFT - AUTO,05Y,1600 16TH ST,Oakland,CA,"1600 16TH ST
Oakland, CA
(37.812771, -122.292936)",37.8127205,-122.2929009
8431,NARCOTICS,05/03/2020 10:25:00 PM,20-022298,POSS CONTROLLED SUBSTANCE WHILE ARMED W/LOADED FIREARM,26Y,7100 INTERNATIONAL BLVD,Oakland,CA,"7100 INTERNATIONAL BLVD
Oakland, CA
(37.760028, -122.188818)",37.760322,-122.188641
8432,BURG - AUTO,04/21/2020 03:31:00 AM,20-908938,BURGLARY-AUTO,13X,5900 OCEAN VIEW DR,Oakland,CA,"5900 OCEAN VIEW DR
Oakland, CA
(37.845769, -122.245315)",37.8457652,-122.245332
8433,STOLEN VEHICLE,04/07/2020 06:00:00 PM,20-018322,VEHICLE THEFT - AUTO,32Y,2600 106TH AV,Oakland,CA,"2600 106TH AV
Oakland, CA
(37.743079, -122.152268)",37.74297809999999,-122.1524564
8434,VANDALISM,03/08/2020 08:00:00 AM,20-015192,VANDALISM:DAMAGE PROPERTY,20X,2500 E 15TH ST,Oakland,CA,"2500 E 15TH ST
Oakland, CA
(37.782903, -122.232919)",37.782922,-122.2329196
8435,,04/29/2020 04:30:00 AM,20-021542,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",07X,3400 BLOCK PERALTA ST,Oakland,CA,"3400 BLOCK PERALTA ST
Oakland, CA
(37.826274, -122.282037)",37.8259304,-122.2822971
8436,,04/30/2020 09:01:00 PM,20-021836,LOITER:INTENT:PROSTITUTION,19X,1400 22ND AV,Oakland,CA,"1400 22ND AV
Oakland, CA
(37.78457, -122.237888)",37.7845746,-122.2378636
8437,DOMESTIC VIOLENCE,03/07/2020 04:00:00 PM,20-019398,MISD-INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT/DATNG RELATNSHP,01X,00 BROADWAY,Oakland,CA,"00 BROADWAY
Oakland, CA",37.8094231,-122.268446
8438,FELONY ASSAULT,04/02/2020 08:12:00 PM,20-017447,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,27X,5300 YGNACIO AV,Oakland,CA,"5300 YGNACIO AV
Oakland, CA
(37.773492, -122.200778)",37.7734849,-122.200714
8439,VANDALISM,04/30/2020 08:30:00 AM,20-021718,VANDALISM,25X,4400 MACARTHUR BLVD,Oakland,CA,"4400 MACARTHUR BLVD
Oakland, CA
(37.786703, -122.19415)",37.7870502,-122.1938847
8440,DISORDERLY CONDUCT,04/15/2020 03:14:00 PM,20-908700,ANNOYING TELEPHONE CALL:OBSCENE/THREATENING,32Y,9800 MACARTHUR BLVD,Oakland,CA,"9800 MACARTHUR BLVD
Oakland, CA
(37.749533, -122.158613)",37.7496795,-122.1583285
8441,ROBBERY,12/14/2019 02:30:00 AM,20-006544,"ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)",04X,2200 TELEGRAPH AV,Oakland,CA,"2200 TELEGRAPH AV
Oakland, CA
(37.811582, -122.269056)",37.811502,-122.2687119
8442,STOLEN VEHICLE,04/08/2020 07:30:00 PM,20-018353,VEHICLE THEFT - AUTO,31X,600 HEGENBERGER RD,Oakland,CA,"600 HEGENBERGER RD
Oakland, CA
(37.744964, -122.195947)",37.7457423,-122.1956898
8443,,05/01/2020 03:00:00 AM,20-021877,BURGLARY-AUTO,25Y,13000 BROOKPARK RD,Oakland,CA,"13000 BROOKPARK RD
Oakland, CA
(37.791623, -122.150942)",37.79177019999999,-122.1507216
8444,OTHER,03/22/2020 05:17:00 AM,20-015650,TRESPASS:OCCUPY PROPERTY W/O CONSENT,05X,1200 PINE,Oakland,CA,"1200 PINE
Oakland, CA
(37.812194, -122.300525)",37.8043514,-122.2711639
8445,STOLEN VEHICLE,04/29/2020 09:44:00 PM,20-021723,POSS STOLEN VEH/VES/ETC,23X,1700 37TH AV,Oakland,CA,"1700 37TH AV
Oakland, CA
(37.777515, -122.219084)",37.7774516,-122.2188192
8446,BURG - AUTO,04/17/2020 12:00:00 PM,20-019600,BURGLARY-AUTO,25X,4200 KNOLL AV,Oakland,CA,"4200 KNOLL AV
Oakland, CA
(37.787873, -122.179982)",37.7877297,-122.1799043
8447,STOLEN VEHICLE,04/12/2020 02:00:00 PM,20-020482,VEHICLE THEFT - AUTO,13X,6200 ACACIA AV,Oakland,CA,"6200 ACACIA AV
Oakland, CA
(37.84345, -122.237475)",37.8435536,-122.2376254
8448,,04/30/2020 09:56:00 PM,20-021845,LOITER:INTENT:PROSTITUTION,20X,2500 INTERNATIONAL BLVD,Oakland,CA,"2500 INTERNATIONAL BLVD
Oakland, CA
(37.782068, -122.2337)",37.7820626,-122.2336895
8449,MISDEMEANOR ASSAULT,05/01/2020 01:35:00 AM,20-021866,FORCE/ADW-OTHER DANGEROUS WEAPON:GBI,20X,3000 E 15TH ST,Oakland,CA,"3000 E 15TH ST
Oakland, CA
(37.779484, -122.227446)",37.7794048,-122.2272745
8450,,05/01/2020 02:00:00 AM,20-021868,THEFT,30Y,7800 NEY AV,Oakland,CA,"7800 NEY AV
Oakland, CA
(37.767302, -122.167146)",37.7674797,-122.1667553
8451,PETTY THEFT,04/28/2020 08:00:00 AM,20-021379,RECEIVE/ETC KNOWN STOLEN PROPERTY [$400 OR LESS],34X,1400 89TH AV,Oakland,CA,"1400 89TH AV
Oakland, CA
(37.750412, -122.174733)",37.7505382,-122.174445
8452,,03/18/2020 08:00:00 PM,20-015209,THEFT,30X,1400 79TH AV,Oakland,CA,"1400 79TH AV
Oakland, CA
(37.757034, -122.182423)",37.75704229999999,-122.1825105
8453,WEAPONS,04/29/2020 09:03:00 AM,20-008907,PROHIBITED POSSESS AMMUNITION OR RELOADED AMMUNITION,24X,3800 SANTA RITA ST,Oakland,CA,"3800 SANTA RITA ST
Oakland, CA
(37.783243, -122.210698)",37.7832538,-122.2106952
8454,,04/30/2020 12:46:00 PM,20-021784,CRUELTY TO ELDER/DEPENDENT ADULT,08X,100 HAMILTON PL,Oakland,CA,"100 HAMILTON PL
Oakland, CA
(37.81524, -122.260315)",37.8156279,-122.2606251
8455,,04/30/2020 09:18:00 PM,20-021840,ATTEMPTED BURGLARY,21X,3000 CAPP ST.,Oakland,CA,"3000 CAPP ST.
Oakland, CA
(37.793715, -122.216306)",37.7936927,-122.2162788
8456,BURG - AUTO,04/11/2020 03:15:00 AM,20-908874,BURGLARY-AUTO,19X,1400 5TH AV,Oakland,CA,"1400 5TH AV
Oakland, CA
(37.803813, -122.294086)",37.7957589,-122.2538167
8457,WEAPONS,04/29/2020 09:03:00 AM,20-008907,SHOOT AT UNOCCUPIED DWELLING/VEHICLE/ETC,24X,3800 SANTA RITA ST,Oakland,CA,"3800 SANTA RITA ST
Oakland, CA
(37.783243, -122.210698)",37.7832538,-122.2106952
8458,VANDALISM,04/16/2020 12:00:00 AM,20-908704,VANDALISM,25X,4300 KANSAS ST,Oakland,CA,"4300 KANSAS ST
Oakland, CA
(37.788369, -122.192529)",37.7884184,-122.1925729
8459,BURG - RESIDENTIAL,04/01/2020 01:59:00 PM,19-060173,VIOLATION OF PROBATION-FELONY,04X,2000 SAN PABLO AVE,Oakland,CA,"2000 SAN PABLO AVE
Oakland, CA
(37.810193, -122.273086)",37.8105262,-122.2728767
